comment_text,emotion,fan_type
"Ah the memories
My very first kpop song
First kpop group i ever stanned
I love them for helping me discover what i like and i will never get bored of",neutral,content-focused
"No one:

Literally no one:

Me: why the views are not increasing???",neutral,general-praise
Edited so y'all don't know what I said. Keep streaming!!,neutral,general-praise
Me after my mom drops something and I call her a mistake: *how you like that*,neutral,general-praise
이 뮤직비디오랑 노래 너무 좋아요 ❤️ 🖤💗,neutral,content-focused
"No one;

Literally no one;


Comment section; ""Literally no one;""",neutral,general-praise
"No one:
'Likes'  to 'v!3ws': LOOK AT YOU NOW LOOK AT ME
v!3ws: TT
Dislikes:HOW YOU LIKE THAT",neutral,visual-focused
"The language of the song: 1️⃣/2️⃣

The language of the comments: 1️⃣9️⃣9️⃣9️⃣9️⃣9️⃣9️⃣


HOLY SKKSKJ ALMOST 200 LIKES IN 1 MINUTE I-",neutral,content-focused
BLACKPINK IN YOUR AREA❤❤❤❤❤❤,neutral,general-praise
"No one:
Literally no one:

ppl having 500 likes in just seconds.",neutral,general-praise
HOLY MOLY WE ARE SO CLOSE TO 80M,neutral,general-praise
"Me at 4:AM probably waking up my entire  family: ""lOoK aT yOu, nOw lOoK aT mE.""",neutral,visual-focused
블랙핑크 너무 사랑해요~♡♡♡ 이 노래 저처럼 좋아하신 분은 이 이모지 꼭 눌러주세요 👐,neutral,content-focused
"""Look at me now look at you""
Me looking at my self  - bends the knees to the queens in a sec

PS: thank you for the likes. When you have time go check out my music video reviews. of Blackpink, txt, dreamcatcher, twice and so on 🙏",neutral,visual-focused
The person that's reading this I know you're not ok,neutral,general-praise
"*ATENCION: Hagan Stream A HYLT, Porque Blackpink Esta Punto De Perder El Primer Lugar En Ser El Único Grupo Kpop En Tener 4 Videos Oficiales En Tener 1 Billón De Reproducciones Pasen La Voz, Difundan El Mensaje*",neutral,general-praise
Ily Bp💗🖤,neutral,general-praise
"Youtube: 5minutes ago 2 views
Comments: 60K
Me: O_O YouTube’s drunk again...",neutral,general-praise
WHY IS THERE THE SAME COMMENT EVERYWHERE IM CONFUSED HELP,neutral,general-praise
"Ok this ""no one"" thing in the comments are getting annoying",neutral,general-praise
This song was and is still a whole vibe,neutral,content-focused
"No one:
Literally no one:


Me: wondering how people getting 1k likes in just a minute",neutral,general-praise
"No one:
YouTube: let’s freeze the v13ws",neutral,general-praise
"Them: ""how you like that?""
Blinks: *dead*",neutral,general-praise
HOW YOU LIKE THAT WILL NEVER LOSE ITS SHINE !✨,neutral,general-praise
"No one:
Literally no one:
YG: Green screen who? I only know how to spend millions for my artist's mv",neutral,general-praise
"Filipinos be like:
From “ha? Hakdog”
To “ha? How you like that”",neutral,general-praise
Then when i sneeze :  ha how you like that.,neutral,general-praise
"Here after watching jump mv. This was peak blackpink energy , i miss HYLT days 😢",nostalgic,general-praise
"No one:


The comments here:
""No one:
Literally no one:""",neutral,general-praise
ARKADAŞLAR STR2AM KASIN 200 MILYON YAPALIM LUTFEN,neutral,general-praise
"when did everyone agree to use ""no one:     literally no one:"" things in this comment section though??",neutral,general-praise
Blackpink in your area,neutral,general-praise
"Everyone: ""Still no antidote for Covid19""
Blink: WELL BLACK PINK NAILED IT. ***bye covid",neutral,general-praise
"Them: LOOOK AT YOU NOW LOOK AT ME
Me looking like a rotten potato watching this.",neutral,visual-focused
"how To pronoune ""How you Like that""

Them: ""how you like that""
Me: ""song Of the year ""

PERIODT.


Edit: DONT REPLY ON MY COMMENT IF U DON'T GET THE JOKE.🙂",neutral,content-focused
What a beautiful song todoquever😍😍,neutral,visual-focused
"blinks: where are the views
youtube: no comment.",neutral,general-praise
"no one:
literally no one:


everyone in the comments: getting 100 likes in less than a minute",neutral,general-praise
"Nobody:



Even my mom:



Me: look at me now look at you",neutral,visual-focused
I just think its funny how yall clearly dont know how youtube works. All these spam comments help them get views because of the algorithm,neutral,general-praise
"No one:
Literally no one:
Comments: 
No one:
Literally no one:",neutral,general-praise
"No one:

Literally no one:

YouTube: *Let's freeze views*",neutral,general-praise
Can't wait to see you in Paris 2 and 3 August 🥰,neutral,general-praise
why is everyone commenting same thing,neutral,general-praise
"Why is everyone commenting 
the same comment
I’m confused and getting dizzy",neutral,general-praise
"En chile son las 02:17 de la noche
Pero no me importa me voy a quedar hasta las 6 si es necesario",neutral,general-praise
can't wait for their new album,neutral,general-praise
"Nobody:

YouTube: ""Let's freeze the views!""

edit: nothing happened, still 457k views",neutral,general-praise
Mi mama: SUBELE EL VOLUMEN A ESA SONG!!!,neutral,content-focused
"No one:
Literally no one:
Me: everybody is getting 100s of like in a sec 0-0",neutral,general-praise
1.3 billion proud of u blinks lets take it to 2 billion sooon,neutral,general-praise
"No one:
Literally no one:
Me:*screaming so loud that my brother think im crazy*",neutral,general-praise
"no one:
youtube: aight, imma do what I do best **crashes**

edit: sankyu I didn't expect I'll get that much likes ㅋㅋㅋ",neutral,general-praise
"No one:
Literally no one:
Everyone in the comments: getting a hundred likes in a second",neutral,general-praise
Im so ready for their comeback omgggg 👏🏻,neutral,general-praise
"No one:
Literally no one:


Eveyone talking about how everyone is getting 100 likes every minute",neutral,general-praise
"No one:
Literally no one:
Everyone: get hundred of likes less than a minute",neutral,general-praise
Pubg mobileden gelenler artı1,neutral,general-praise
BLACKPINK IS THE BEST 🖤💗,neutral,general-praise
"No one 

Literally no one:

Me: people get so many likes in one second",neutral,general-praise
"Никто:
Абсолютно никто:
Все: комментируют это и не получают лайков",neutral,general-praise
why this has 180likes?,neutral,general-praise
FINALLY THE QUEENS ARE BACK!!! QUEENS OF K-POP ARE HERE BLACKPINK IN YOUR AREA,neutral,general-praise
Who came here from Pubg mobile,neutral,general-praise
"Srsly can we just stop using 
No one : 
Literally no one:
It's annoying AF",neutral,general-praise
Lindas divas arrasaram voltaram com tudo parabéns divaaaas❤❤❤,neutral,general-praise
66million until 1.4b!!! Keep streaming Blinks,neutral,general-praise
"Pandemic Time when the song was released, the nostalgic feeling",neutral,content-focused
Love itttt,neutral,general-praise
I can say they look the prettiest in HYLT era!!!,neutral,visual-focused
"amo esta cancion,la sigo escuchando a pesar de los años, las mejores",neutral,general-praise
BLACKPINK WILL NEVER BE FORGOTTEN,neutral,general-praise
Can't believe it's already 5 yearsss omg my queens,neutral,general-praise
i miss this blackpink.,nostalgic,general-praise
Blackpink in your area😎,neutral,general-praise
blackpink love you forver🖤🖤🖤🖤🖤🖤💓💓💓💓💓💓,neutral,general-praise
so happy theyre back❤,neutral,general-praise
Feel in Love,neutral,general-praise
"Amava essa música, hoje estou ouvindo ela novamente e sinto a mesma energia que sentia!",neutral,general-praise
이 노래 블랙핑크 방탄소년단 정말 좋아했어요 ❤,neutral,content-focused
nostalgic hit,neutral,general-praise
Everyone's favourite blackpink song❤🥺,neutral,content-focused
Estás chicas son geniales,neutral,general-praise
Biggest fan ever,neutral,general-praise
My favorite song ❤❤❤ I am blackpink fan ❤❤❤,neutral,content-focused
اليووممم عودتتت بلاك بينككك حماسسسس🩷🖤,neutral,general-praise
국뽕에 미치게 만드는 슬기로운 영상....😊😊😊,neutral,general-praise
I love this music❤❤❤❤❤,neutral,content-focused
They slay so hard,neutral,general-praise
this is best song OMG,neutral,content-focused
My first k-pop song,neutral,content-focused
I love you BLACKPINK❤,neutral,general-praise
I'm here after Jump hehe,neutral,general-praise
I like it!,neutral,general-praise
"I love this song of  
                 (BLACKPINK)",neutral,content-focused
"STREAM ""JUMP"" PLEASEEEEEEEEEEEE",neutral,general-praise
Listening to bp old song waiting for new   comeback 😢,neutral,content-focused
bring me back to the first time I heard how you like that it does not feel the same hearing it now,neutral,general-praise
BLACKPINK IN YOU AREA 🗣️🗣️🗣️,neutral,general-praise
Blackpink in your areaaaa!!!😂,neutral,general-praise
Lisa’s part is epic,neutral,general-praise
"Please don't hate them, love them they have crystal clear noble hearts ❤",touching,general-praise
how u like that ❤️‍🔥,neutral,general-praise
BLACKPINKが大好きです。彼女たちは独特の輝きがあって、私のお気に入りのアイドルです❤️,neutral,general-praise
Here before Deadline world tour❤,neutral,content-focused
BLINKS stream JUMP on all the platforms 🔥🔥,neutral,general-praise
"Ellas devoraron, no dejaron ni la más minima migaja 🔥🔥",neutral,general-praise
The best music of blackpink,neutral,content-focused
I love blackpink ❤,neutral,general-praise
Miss this BLACKPINK ..,nostalgic,general-praise
5 years later and this is still the best kpop outro ;-;,neutral,general-praise
Who's here after jump?,neutral,general-praise
love youuu,neutral,general-praise
How You Like That comeback is the best,neutral,general-praise
Who's after JUMP,neutral,general-praise
ME ENCANTOO❤❤❤,neutral,general-praise
Anyone after JUMP???,neutral,general-praise
BLACKPINK IS BACK,neutral,general-praise
"The ""JUMP"" song is best yeeeaaaaaaaaa😏😜I love you guys (BLACKPINK)❤❤❤❤",neutral,content-focused
Blinks let's stream all of our queens songs,neutral,content-focused
"5 years of this hit, and I haven't gotten over it (I probably never will 💔)",neutral,general-praise
"2025 and i still love it plus the heck the nostalgia be hitting hard today, this video literally got me into kpop now i really wanna become a idol!",nostalgic,general-praise
South Koreans taking the world by storm....❤🎉,neutral,general-praise
I ❤ Blackpink,neutral,general-praise
Las que si dan orgullo las que tienen el verdadero nombre de patronas del k-pop,neutral,general-praise
BLACKPINK IN OUR AREA AGAIN!🖤💗🎉JUMP💗,neutral,general-praise
Hylt era was really dope,neutral,general-praise
Blackpink in your area 🖤💗🖤💗🖤💗🖤💗,neutral,general-praise
i love it so much,neutral,general-praise
La canción del año😍,neutral,general-praise
Pasando por dónde crecí🥳,neutral,general-praise
Came here after watching  Jump MV ♥️,neutral,general-praise
you love music💖💖💖💖💖,neutral,content-focused
100 MILHÕES ❤,neutral,general-praise
"1,5 Billion  let's go ❤❤❤",neutral,general-praise
blackpink best forever🥀,neutral,general-praise
Me encanta demasiado el inicio es épico,neutral,general-praise
Me encanta este vídeo y la canción también todo es perfecto,neutral,general-praise
I liked it❤❤❤❤,neutral,general-praise
My first kpop song 🖤🖤🖤💖💖💖💖🔥🔥🔥,neutral,content-focused
VAMOS POR LOS 20 MILLONES BLINKSSSSS SI DE PUEDE 🎉🎉🎉🎉🎉,neutral,general-praise
"¡Me encanta este video! Las imágenes son increíbles, la música es espectacular, sin duda amo a este grupo.",neutral,general-praise
Love the dance scene and the costume changes nice voices 7.1.2025,neutral,content-focused
❤❤ wow ❤❤❤❤❤❤❤ i❤u so much BLACKPINK,neutral,general-praise
BLACKPINK ESTA DE VUELTA,neutral,general-praise
This my Best song❤❤❤,neutral,content-focused
Aprovechando a hacer stream a JUMP pasando por mis raices ❤,neutral,general-praise
"las amo blackpink,su musica es genial y sus canciones son muy pegajosas y no salen de mi cabeza",neutral,content-focused
"“Look at me now look at you”

Yes I’m staring to your soul",neutral,visual-focused
miss this era….,nostalgic,general-praise
QUEENS,neutral,general-praise
Let’s go for 2B,neutral,general-praise
"My favourite song, stream jump mv blinks ❤❤❤❤😊",neutral,content-focused
"For those who don't know : 
Blackpink is releasing their new single “JUMP” on the 11th of July. PLEASE MAKE SURE TO CHECK IT OUT! 
XOXO",neutral,general-praise
I became blink after hearing this song 😂❤,neutral,content-focused
Amo esta cancion,neutral,general-praise
Lisa  shines like a diomond,neutral,general-praise
My favorite song,neutral,content-focused
essa sempre vai ser uma das minhas favoritas,neutral,general-praise
OMG love it !!!,neutral,general-praise
2:26 the beat hits so hard!!!! 🔥🔥🔥,neutral,content-focused
Siempre las Mejores 🖤🩷🤗🫶🏻🤗🫶🏻,neutral,general-praise
I love blackpink,neutral,general-praise
I like how you didn’t use an excessive amount of concealer. Your taste in BlackPink is also appealing. 😍,neutral,general-praise
Blackpink Great Show Last Night,neutral,general-praise
JENNIE delivers every line with confidence and precision.,neutral,content-focused
BLACKPINK FOREVER❤,neutral,general-praise
Amoooooo el kpop❤❤❤😊,neutral,general-praise
How you like thaaaaaaat!!!!,neutral,general-praise
Stream stream other songs while JUMP comes out!!!,neutral,content-focused
"1,3 Billion+1,8 Billion:3,2 Billion ❤",neutral,general-praise
las blinks las amamos mucho,neutral,general-praise
Debemos hacer que esta hermosa y energética canción llegue a 1b!☹️😊,neutral,general-praise
Who’s here after JUMP?,neutral,general-praise
How cute my girls are 💗😭,neutral,visual-focused
How you like that by blackpink  unnie is best song,neutral,content-focused
2025년 7월… 시간이 흘러도 블랙핑크에 대한 사랑은 여전해요 🖤💖 나는 항상 블링크로 남을 거야 ✨💫,neutral,general-praise
Queen back,neutral,general-praise
2:10 Jennie's hair is so beautiful.This era will be unforgetablle,neutral,visual-focused
Love from Bangladesh 🇧🇩,neutral,general-praise
no se si me entiendan pero dire que es la mejor cancion que eh escuchado🤎🤎🤎🤎🤎🤎🤎🤎🤎🤎,neutral,general-praise
