video_id,video_title,comment_id,comment_text,author_name,like_count,reply_count,published_at,updated_at,comment_length,is_reply,days_since_upload,video_view_count,video_like_count,video_comment_count,video_upload_date,video_description,parent_id,detected_language,comment_type,word_count,hour_of_day,day_of_week,quality_score,sentiment
,,UgzqEu0U2VZeN14QKMt4AaABAg.A2ir8mDjwHLA2lyNJmROHW,"이 댓글 보고 민희진이 어린 나이에 조금 집착을 보였던 이유가 더 확살하게 와닿았고 깊게 이해할 수 잇었다:,",@uuunkkku,81,0,2024-04-28 11:49:44+00:00,,61,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",UgzqEu0U2VZeN14QKMt4AaABAg,ko,general,17,11,Sunday,60,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgxmJn62t52zmryH27N4AaABAg,また見に来てしまった。私はあと何回、何十回、何百回Dittoを聴くんだろう。あと何回懐かしく、暖かく、胸が締め付けられるくらい悲しくなるのかな。あとどれぐらいNewJeansを好きでいて良いのかな。私は過去に囚われてる。NewJeansにずっと虜。私の夢。でももう帰れない。,@まるゆき-x8x,10,0,2025-05-14 14:25:59+00:00,2025-05-14T14:25:59Z,137,False,91.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,ja,general,1,14,Wednesday,50,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgxB5inIXXeZD_48y6N4AaABAg,작정하고 기획하고 제작했네요... 뉴진스 백그라운드가 누군지 모르겠지만 대단한 그룹과 역사를 만들 듯...응원합니다,@seyounkim5228,356,0,2022-12-19 13:01:22+00:00,2022-12-19T13:01:22Z,64,False,968.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,ko,general,12,13,Monday,60,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,Ugyu192XTeQqJeXScWB4AaABAg,"At this point, it’s not only Newjeans members, but the whole team (including behind the scene) is insanely talented.",@padmeamidala6699,254,0,2022-12-20 12:11:53+00:00,2022-12-20T12:11:53Z,116,False,967.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,fan_support,19,12,Tuesday,70,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgzUMJreofd5dnUm4Bh4AaABAg,"진짜 수록곡이 이정도이면... 뮤비,가사가 노래 감성하고 딱맞네 _진짜 OMG는 어떨지 너무 기대되네_ 뉴진스 매번 좋은 노래로 잘 뽑네",@user-be5vf7je9r,196,0,2022-12-20 07:27:04+00:00,2022-12-20T07:27:04Z,76,False,967.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,ko,general,18,7,Tuesday,60,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,Ugxhj1nXG82NIoVqhbd4AaABAg,"It’s been 2 years😭
But I still can feel all the lyrics 😫",@RuruzFriendship,11,0,2025-08-04 05:17:11+00:00,2025-08-04T05:17:11Z,56,False,10.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,general,13,5,Monday,50,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgziwSiIcuMJ9HSF2ZV4AaABAg,"This is really a breath of fresh air the era that I miss those mV who makes storytelling the way it doesn't show so much cgi or grand for a kpop MV and make the audience surprised think and even make there own conclusion and interpretation for the MV is so smart thank you New jeans an old style but a fresh vibes for this generation
Oh my Britney Paramore Avril lavigne era it is",@Rawr-tf6fw,842,11,2022-12-21 02:23:10+00:00,2022-12-21T02:23:10Z,380,False,967.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,mv_analysis,75,2,Wednesday,100,positive
,,UgziwSiIcuMJ9HSF2ZV4AaABAg.9jswqWKBSI29jtw6hhbX8T,this giving me Gfriend - Rough vibes. I missed them so much. Newjeans is really the fresh air,@fathianurulizza8652,17,0,2022-12-21 11:36:01+00:00,,93,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",UgziwSiIcuMJ9HSF2ZV4AaABAg,en,emotional_response,18,11,Wednesday,60,positive
,,UgziwSiIcuMJ9HSF2ZV4AaABAg.9jswqWKBSI29jtyjouvLIR,Q11111111000,@zofdzofd3581,0,0,2022-12-21 11:58:58+00:00,,12,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",UgziwSiIcuMJ9HSF2ZV4AaABAg,vi,general,1,11,Wednesday,0,neutral
,,UgziwSiIcuMJ9HSF2ZV4AaABAg.9jswqWKBSI29ju-skvJP5v,Trueee like i like other groups too buttheir mvs goes around with posing for the cam and i find it really awkward,@zingcool1740,0,0,2022-12-21 12:17:40+00:00,,113,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",UgziwSiIcuMJ9HSF2ZV4AaABAg,en,mv_analysis,22,12,Wednesday,40,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgxfKm9s8Xb5Rj_3gj54AaABAg,수록곡이 이정도면 타이틀은 어떨지... 진짜 미치겠다 뉴진스 앞으로 더 승승장구하길,@뽐-w2u,760,5,2022-12-19 12:37:31+00:00,2022-12-19T12:37:31Z,46,False,968.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,ko,general,10,12,Monday,60,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,Ugx_8GrCb7MZNeOt18d4AaABAg,Seriously....every song they have released so far has been a bop. It's songs you want to replay over and over again.,@peachykeen3582,327,0,2022-12-19 17:45:41+00:00,2022-12-19T17:45:41Z,116,False,968.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,general,21,17,Monday,70,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgwjUZP4b48spBRH4Xd4AaABAg,"Ditto and OMG are such a clever two-sided story about the parasocial relationship between fans and artists. Ditto depicts a lonely high school student named Heesoo who feels like she has a close relationship with her favorite idol group, who are her comfort and escape from reality. She feels like she knows them and even finds joy through their success, but in reality, she doesn’t really know them, and they don’t know her. Eventually, she has to let them go and find a way to live her own life. Meanwhile, OMG shows that the idol group Heesoo idolized is actually struggling with their identity and feeling confused about what’s real and what’s fake in their lives, because of their idol persona, the image their fans project onto them, their fame, and how people online perceive or distort them to fit their own narrative.",@RainSoundsDrops-xe8tg,11,2,2025-08-10 00:32:14+00:00,2025-08-10T00:32:14Z,826,False,4.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,mv_analysis,143,0,Sunday,80,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,Ugzyl0kXzIkxqvh8MMd4AaABAg,"What I appreciate about NewJeans’s concept is that while many girl groups have done the schoolgirl/youthful concept, it’s usually very cutesy and sugary sweet. But NewJeans’s concept is very chill and natural, more girl next doors just hanging out with each other. They don’t fake high pitched voices or use the word oppa in every chorus. They’re just girls, actual high school girls",@Feelkkari,2425,9,2023-03-02 08:37:50+00:00,2023-03-02T08:37:50Z,383,False,895.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,mv_analysis,63,8,Thursday,100,positive
,,Ugzyl0kXzIkxqvh8MMd4AaABAg.9mkR9kA3yJ09oLBQ3v_lih,"@@wallflowerbabyboy they're not really bringing down other groups tho, just stating the obvious. You can clearly tell newjeans' take on the high-school concept is really unique compared to how others did it",@princessminejas,158,0,2023-04-10 21:02:47+00:00,,206,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",Ugzyl0kXzIkxqvh8MMd4AaABAg,en,mv_analysis,32,21,Monday,80,positive
,,Ugzyl0kXzIkxqvh8MMd4AaABAg.9mkR9kA3yJ09oPsudX_h_C,@@wallflowerbabyboy You thought you ate but your just ignorant and arrogant. 😍💅🏾,@박지민-g1r,70,0,2023-04-12 16:48:32+00:00,,80,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",Ugzyl0kXzIkxqvh8MMd4AaABAg,en,general,12,16,Wednesday,60,neutral
,,Ugzyl0kXzIkxqvh8MMd4AaABAg.9mkR9kA3yJ09of89cnn-IV,what is going on in this comment section 💅 💅😍😍😍,@haerangiz,42,0,2023-04-19 00:18:22+00:00,,47,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",Ugzyl0kXzIkxqvh8MMd4AaABAg,en,general,10,0,Wednesday,40,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgyXnw-3wA8t8PBKKtV4AaABAg,"this really made me cry. I'm about to start my last year of high school, and I've hated every moment. I'm just an outsider, I do feel like I'm just there to document everyone's memories, imagining they're my own. this mv just hits too hard",@adanvalentin06,3412,40,2023-06-04 08:38:36+00:00,2023-06-04T08:38:36Z,239,False,801.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,mv_analysis,45,8,Sunday,100,neutral
,,UgyXnw-3wA8t8PBKKtV4AaABAg.9qXTycEN0bO9qg5S81c0p_,SAME :( i hate school (ruined my lifeee),@meerysg,80,0,2023-06-08 02:16:43+00:00,,40,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",UgyXnw-3wA8t8PBKKtV4AaABAg,en,general,8,2,Thursday,50,negative
,,UgyXnw-3wA8t8PBKKtV4AaABAg.9qXTycEN0bO9qrVY8-iGmC,Y'all children these days are so depressing,@StreamHypeBoyByNewJeans,48,0,2023-06-12 12:36:22+00:00,,43,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",UgyXnw-3wA8t8PBKKtV4AaABAg,en,general,7,12,Monday,40,neutral
,,UgyXnw-3wA8t8PBKKtV4AaABAg.9qXTycEN0bO9r1-ewDiIvT,One day you will appreciate the ability of ‘abstract thinking’! Utilize your creativity! They are the gift!,@wangyiming9207,18,0,2023-06-16 14:29:28+00:00,,107,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",UgyXnw-3wA8t8PBKKtV4AaABAg,en,general,17,14,Friday,60,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgwDkQZ1Jpn7jPSr1mx4AaABAg,"학창시절 새벽의 습한 공기와 교실 특유의 온도, 냄새가 음악에서 배어 나와 빠르게 옛 추억을 떠올렸습니다. 뉴진스 음악은 잊고 살았던 인생의 젊은 시절을 회상하게 한다는 점에서 kpop시장에서 충분히 경쟁력이 있다고 봅니다. 앞으로의 음악도 더 기대하게 만드네요. 응원합니다 뉴진스!!",@눈누냔냐-n5u,351,2,2022-12-19 14:53:30+00:00,2022-12-19T14:53:30Z,159,False,968.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,ko,emotional_response,37,14,Monday,90,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgywzBVYAEZ4oFKyIt94AaABAg,뉴진스를 마음껏 좋아했던 시기가 그립다,@rlaehrwk49,17,0,2025-05-31 10:43:30+00:00,2025-05-31T10:43:30Z,21,False,74.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,ko,general,5,10,Saturday,40,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgyHlTgtHBN0Fe-knNl4AaABAg,"Can we just take a moment to appreciate the cinematography of the music video? It truly is amazing how haunting, yet nostalgic, and endearing the emotions the cinematography conveys and I enjoyed it quite a lot and it also kinda reminds me of my childhood?? Anyways, props to the girls and the team behind the music!! :))

Edit: I also agree with the comment that said the video feels very dreamy, just like how our memories may feel distant and unreal although, it truly did happen. As if it feels like it occurred in another reality the longer years pass by.",@justtryingmybest3374,16200,48,2022-12-19 11:31:20+00:00,2022-12-20T14:59:46Z,560,False,968.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,mv_analysis,101,11,Monday,100,positive
,,UgyHlTgtHBN0Fe-knNl4AaABAg.9jolzehnZDd9jop-mr9trv,it looks like a joji MV ngl,@rejeyezekiel,86,0,2022-12-19 11:57:42+00:00,,27,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",UgyHlTgtHBN0Fe-knNl4AaABAg,hr,mv_analysis,7,11,Monday,60,neutral
,,UgyHlTgtHBN0Fe-knNl4AaABAg.9jolzehnZDd9jpCNjB9Tmh,If like this do checkout tripleS Generation. Both are quite similar in cinematography,@whatever3287,53,0,2022-12-19 15:30:41+00:00,,85,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",UgyHlTgtHBN0Fe-knNl4AaABAg,en,general,13,15,Monday,60,neutral
,,UgyHlTgtHBN0Fe-knNl4AaABAg.9jolzehnZDd9jpENezhvLi,Agree,@meih3994,6,0,2022-12-19 15:48:09+00:00,,5,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",UgyHlTgtHBN0Fe-knNl4AaABAg,af,general,1,15,Monday,20,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgykPAF0b2zPt1BL8MJ4AaABAg,"4:05 희망편(side A)에 남긴 메시지 : OMG 뮤직비디오
절망편(side B)엔 나오지 않음.
OMG 뮤직비디오가 수면 위로 오른다면 희망이 온다는 것 아닐까..",@1OO7_tori,885,13,2024-04-29 13:01:09+00:00,2024-04-29T13:08:34Z,95,False,471.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,ko,mv_analysis,21,13,Monday,90,neutral
,,UgykPAF0b2zPt1BL8MJ4AaABAg.A2ofLKmdV4sA2ox3CvYqk2,와… 진짜 이거 맞는거 같음,@HeartgangjiChaehyun,37,0,2024-04-29 15:35:58+00:00,,15,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",UgykPAF0b2zPt1BL8MJ4AaABAg,ko,general,5,15,Monday,30,neutral
,,UgykPAF0b2zPt1BL8MJ4AaABAg.A2ofLKmdV4sA2p461FNQtX,"사이드비 (절망편)
사이비",@user-me3lg5rp7j,32,0,2024-04-29 16:46:15+00:00,,14,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",UgykPAF0b2zPt1BL8MJ4AaABAg,ko,general,3,16,Monday,30,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgxwFOkFChAAhbk6Fd14AaABAg,5:20에 만약 민지가 그리는게 민희진이라면 하반신 지우는게 기자회견에서 말한 노예계약하고 딱 들어맞는거 아닌가요 다른 곳으로 갈 수 없는 자신을 표현한 것 같은 느낌. 만약 그린게 정말 버니즈라면 마지막에 하반신을 지우는 씬은 필요 없지 않았을 까요,@doBe1029,1935,22,2024-04-29 14:39:25+00:00,2024-04-29T14:39:25Z,140,False,471.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,ko,emotional_response,35,14,Monday,100,neutral
,,UgxwFOkFChAAhbk6Fd14AaABAg.A2oqa0vb52OA2owchEjfz1,ㅇ거맞는거같음 ㅠㅠ 사이드a도 민희진이 학교에 갇히고(회사 못나감) 뉴진스가 학교탈출하는거잖아요,@Alalalkdjfjdkakska33,134,0,2024-04-29 15:32:13+00:00,,53,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",UgxwFOkFChAAhbk6Fd14AaABAg,ko,general,9,15,Monday,60,neutral
,,UgxwFOkFChAAhbk6Fd14AaABAg.A2oqa0vb52OA2ox1Y2nJEQ,다리가 묶였다.....,@핫투-k5y,64,0,2024-04-29 15:35:44+00:00,,12,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",UgxwFOkFChAAhbk6Fd14AaABAg,ko,general,2,15,Monday,40,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,Ugz5Sguj8RiX2H0di694AaABAg,Greatest kpop song and mv to ever exist,@aloboyeptho6304,7,0,2025-07-22 00:48:49+00:00,2025-07-22T00:48:49Z,39,False,23.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,mv_analysis,8,0,Tuesday,40,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgxNiQ5NVf3RXZxEahR4AaABAg,3 years of being an kpop stan and ive never ever cried over a mv😭😭,@Xia0ling,1331,16,2022-12-30 15:53:17+00:00,2022-12-30T15:53:17Z,66,False,957.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,mv_analysis,15,15,Friday,90,neutral
,,UgxNiQ5NVf3RXZxEahR4AaABAg.9kGZht4D5ZX9kGyMYFRpzg,ykkk,@lemoooontee,3,0,2022-12-30 19:37:26+00:00,,4,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",UgxNiQ5NVf3RXZxEahR4AaABAg,fi,general,1,19,Friday,10,neutral
,,UgxNiQ5NVf3RXZxEahR4AaABAg.9kGZht4D5ZX9kHN1dcXYCV,"Me 4 years and still didn't cry, but I was sooo shocked",@woojin2229,32,0,2022-12-30 23:21:46+00:00,,55,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",UgxNiQ5NVf3RXZxEahR4AaABAg,en,general,12,23,Friday,50,neutral
pSUydWEqKwE,NewJeans 'Ditto' Side A,UgxPlScgtroA9k_Ti4d4AaABAg,"Ditto is not only the new song by newjeans, is a portal to another world. this whole video is such a cinematic experience that takes you to another place. these girls have a very very bright future",@leo.kasper,213,0,2022-12-19 19:36:48+00:00,2022-12-19T19:36:48Z,197,False,968.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,mv_analysis,37,19,Monday,80,positive
pSUydWEqKwE,NewJeans 'Ditto' Side A,Ugwldx7a_a6MZxPAgUl4AaABAg,July 2025??,@mahliyom.28,1618,68,2025-07-02 11:20:15+00:00,2025-07-02T11:20:15Z,11,False,42.0,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",,en,general,2,11,Wednesday,60,neutral
,,Ugwldx7a_a6MZxPAgUl4AaABAg.AK47ocfyIp7AKATXMYCMv9,Meeee,@Leebit_Linos,13,0,2025-07-04 22:25:26+00:00,,5,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",Ugwldx7a_a6MZxPAgUl4AaABAg,nl,general,1,22,Friday,30,neutral
,,Ugwldx7a_a6MZxPAgUl4AaABAg.AK47ocfyIp7AKEMfJB08_U,me :>,@Mochaeditx,8,0,2025-07-06 10:42:27+00:00,,5,True,,56819710,1596189,41303,2022-12-19T09:00:03Z,"Producer: MIN HEE JIN
Music Video Director: Wooseok Shin (DOLPHINERS FILM)


ⓒ 2022 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87  
OFFICIAL YOUTU...",Ugwldx7a_a6MZxPAgUl4AaABAg,emoji_only,general,2,10,Sunday,20,neutral
